question,truthValue,snippet,description,results
tradition dyeing easter egg started united state,False,,apr 5 2020 practice decorating eggshell itself is quite ancient with decorated engraved ostrich egg found africa that 60000 year old.history oldest tradition which continues used central eastern europe is use dyed painted chicken egg . decorated easter eggs.the early christian mesopotamia began custom dyeing easter egg . originally christian dyed egg red represent blood jesus christ that wa ... mar 24 2021 decorating egg is tradition that date back least 2500 year . is evidence that trypillian culture that lived central ... apr 14 2017 it wa late 19th early 20th century that dyed easter egg became something give child rather than church poor ... mar 20 2019 it 's likely idea wa connect magic egg protect family banish evil insure spring 's return . christianity ... apr 18 2019 idea egg-laying easter rabbit likely first started germany where for hundred year parent have been passing down ... jan 29 2020 tradition decorating egg ... practice painting egg go back ancient time decorated shell were part ritual ... apr 4 2012 commercial dye were unheard-of . during early egg decorating era pennsylvania german developed unique method add design eggs.apr 12 2017 painted egg early history ... decorating egg pre-dates christianity actually . some 2500 year ago ancient persian zoroastrian ...,16700000.0
over 30000 variety apple existing world,True,,30000 apple variety found all over world only 30 used traded commercially . apple third most important fruit worldwide production ha long history . early 2500 year ago roman cultivated six different apple variety . 30000 apple variety found all over world only 30 used traded commercially . apple third most important fruit worldwide production ha long history . early 2500 year ago roman cultivated six different apple variety . 19 juin 2013here 's look many type apple exist which one most ... 7500 variety apple existence throughout world2500 ... apple far most diverse fruit term variety . uk alone we have developed over 2500 variety apple 7000 that exist ... over 30000 variety apple existing world . is factorfiction sugarandspice yolanda mulwa.7500 variety apple grown throughout world . 100 variety apple grown commercially united state . apple grown commercially ... traduire cette page apple cultivated over 7500 different type all over world . united state over 100 different type apple produced.there more than 30000 apple variety world - each one taste special look different ha different storage capacity also shelf-life ... walter leal filhothe number higher plant specie existing on earth is estimated ... 1904 were 7000 variety apple cultivated united state .,7.0
only two men signed declaration independence on july 4 1776,True,thomas jefferson benjamin franklin john adam all wrote that it wa signed congress on day it wa adopted on july 4 1776. thomas jefferson benjamin franklin john adam all wrote that it wa signed congress on day it wa adopted on july 4 1776. participant delegate second contine ... date august 2 1776 venue independence hall,delegate signed state from north south beginning with josiah bartlett new hampshire ending with george walton georgia . john dickinson ... aug 2 2021 richard henry lee george wythe elbridge gerry oliver wolcott lewis morris thomas mckean matthew thornton signed document after ... jul 3 2019 some signer world famous among thomas jefferson benjamin franklin john adam some obscure.not every man had been present congress on july 4 signed declaration on august 2. historian believe seven 56 signature on document were ... feb 8 2022 declaration independence printed john dunlap july 4 1776 ... on parchment on august 2 1776 delegate began signing it.george washington john jay alexander hamilton james madison typically counted `` founding father '' none signed declaration ... jul 4 2021 declaration wa officially written thomas jefferson john adam benjamin franklin roger sherman robert . r. livingston . although ... one most widely held misconception about declaration independence is that it wa signed on july 4 1776. fact independence wa formally ... declaration independence wa approved second continental congress on july 4 1776 it wa not signed until almost month later .,1010000.0
battle hastings took place 1066,True,,jun 10 2019 battle hastings wa bloody all-day battle fought on october 14 1066 between english norman force . norman led ... battle hastings battle on october 14 1066 that ended defeat harold ii england william duke normandy established norman ... english army led king harold took up position on senlac hill near hastings on morning 14th october 1066. harold 's exhausted ... on 14 october 1066 one most significant battle english history took place sussex known later generation battle hastings.oct 14 2019 where did battle hastings actually take place 8 fact about 1066 battle ... battle hastings which anglo-saxon king ... may 27 2022 king harold ii england is defeated norman force william conqueror battle hastings fought on senlac hill ... battle which became known battle hastings wa n't first battle which harold wa forced defend crown on 25 september 1066 'd ...,1510000.0
pineapple grow on tree,False,contrary what some people think pineapple do n't grow on tree grow out ground from leafy plant . plant consists stocky leaf whorled around central stem . healthy pineapple plant tapered swordlike leaf can grow up about 5 foot 1.5 meter long . contrary what some people think pineapple do n't grow on tree grow out ground from leafy plant . plant consists stocky leaf whorled around central stem . healthy pineapple plant tapered swordlike leaf can grow up about 5 foot 1.5 meter long . 31 mar 2014,even though pineapple considered fruit fruit generally come from treesunless it 's berry pineapple actually grow on plant close ... surprisingly pineapple do n't actually grow on tree . 're grown from center leafy plant . aggregate fruit which is formed from ... do pineapple grow on tree well straight answer question isno ! because pineapple 's plant is not ... answer no pineapple do n't grow on tree . pineapple plant also known ananas comosus is actually shrub . it ha unique appearance with long sharp ... 5 dec 2021 no pineapple do not grow on tree . is no such thing pineapple tree . pineapple plant grow close ground spiky ... 12 mar 2022 pineapple do not grow on tree instead grown on small plant that is typically 2 3 ft tall ha leaf similar bromeliad ... live area where water is scarce just give what can spare . pineapple grow with very little water . make sure soil is thickly mulched ...,965000.0
coffee is made from berry,True,what we call coffee bean is actually seed cherry-like fruit . coffee tree produce berry called coffee cherry that turn bright red ripe ready pick . fruit is found cluster along branch tree . skin coffee cherry exocarp is thick bitter . what we call coffee bean is actually seed cherry-like fruit . coffee tree produce berry called coffee cherry that turn bright red ripe ready pick . fruit is found cluster along branch tree . skin coffee cherry exocarp is thick bitter .,coffee bean is seed coffea plant source for coffee . it is pip inside red purple fruit often referred coffee cherry.coffee berry commonly called coffee cherry small rounded fruit about size grape that grow cluster along branch coffee ... is coffee bean fruit ... again no . what we call coffee bean is seed coffee cherry which is seed-bearing body formed from flower . that ... oct 25 2021 coffee fruit also known coffee cherry coffee berry is small round stone fruit produced coffee plant . it is about size ... jul 23 2021 cascara is byproduct made from coffee skin . it ha long been popular with coffee farmer latin america . after cherry have been ... coffee fruit also known coffee berry coffee cherryaug 28 2020 coffee fruit is type stone fruit that 's produced coffee plant . it 's often referred other name including coffee cherry ... therefore we can say that coffee bean actually come from fruit ! coffee berry usually contain bean that split two . however around 5 ... coffee cherry is familiar name given fruit coffee plant . coffee cherry is type drupe stone fruit that is usually red colour ...,34000000.0
rapper nicki minaj is over 180 cm 5 ft 10.9 height,False,,2018/11/21 it can kind tricky trying figure out tall female rapper really is . video look really tall well on ... rapper nicki minaj is over 180 cm 5 ft 10.9 height . false . nicki minaj is 'only ' 157 cm 5 ft 1.8 tall . hard tell with all high ... 2022/07/11 rapper nicki minaj is over 180 cm 5 ft 10.9 height . answer false . nicki minaj is 'only ' 157 cm 5 ft 1.8 tall.view complete result gradebook mastery dashboard start class game ... q.rapper nicki minaj is over 180 cm 5 ft 10.9 height .,4.0
seahorse only have intestine is no sign stomach for nutrient absorption from food .,True,seahorse do n't have stomach just intestine for absorption nutrient from food . food pass through digestive system rapidly eat plankton small crustacean almost constantly . seahorse do n't have stomach just intestine for absorption nutrient from food . food pass through digestive system rapidly eat plankton small crustacean almost constantly .,without stomach food essentially get digested on go . absorb nutrient from food it travel through digestive system ... another drawback relation feeding is that present simple intestinal tract without functional stomach novelli et al . 2015 palma et al . 2014 ... 15-apr-2010 also seahorse do n't even have stomach ! have eat constantly since food particularly go right through . adult seahorse ... 05-mar-2021 seahorse only have intestine is no sign stomach for nutrient absorption from food . true . 38. scallop have close 100 ... 07-jun-2018 long-snouted seahorse hippocampus guttulatus cuvier 1829 is ... planas et al . 2008 it ha recently been introduced ... very little absorption nutrient occurs stomach . once feed is released from stomach it enters small intestine . small intestine.some animal including seahorse lungfish platypus have no stomach . food go from oesophagus straight intestine . we make 1 3 ... pipefish seahorse family syngnathidae male provide all ... within pleuronectiformes is gradient stomach size that ha been ...,476000.0
liver is largest organ human body,False,did know that liver is second largest that make it largest solid internal organ have weighing 3-3.5 pound . it is located underneath rib lung diaphragm on top gallbladder stomach intestine . did know that liver is second largest that make it largest solid internal organ have weighing 3-3.5 pound . it is located underneath rib lung diaphragm on top gallbladder stomach intestine . aug 26 2021,liver largest solid internal organ is liver . it weighs approximately 33.5 pound 1.361.59 kilogram is about size football.the liver is largest internal diverse metabolically complicated organ human . human liver is involved 500 different function . human ... largest organ human body is one can see most easily skin . skin is considered organ because it ha some very specific ... liver is largest internal most metabolically complex organ human . it 's pretty incredible . liver performs over 500 different function ... mar 2 2018 liver is largest solid organ largest gland human body . it carry out over 500 essential tasks.nov 6 2017 after all 's lot love . more than 3 pound liver is size football human body 's second-largest organ behind ... g swann 2010 cited 37 skin is body 's largest organ . j vi commun med . 2010 dec334148-9 . doi 10.3109/17453054.2010.525439 . author.the liver is largest solid organ body . it remove toxin from body 's blood supply maintains healthy blood sugar level regulates blood ...,21300000.0
avatar wa highest-grossing movie decade,True,,avatar remains highest-grossing movie all time global box office with 2.84 billion ahead disney/marvel 's avenger endgame 2.79 billion second . spider-man no way home is sixth-highest-grossing title worldwide with running total 1.8 billion . avatar remains highest-grossing movie all time global box office with 2.84 billion ahead disney/marvel 's avenger endgame 2.79 billion second . spider-man no way home is sixth-highest-grossing title worldwide with running total 1.8 billion . 15 feb. 202218 maj 2022 directed james cameron avatar hold many box-office record including title for overall highest-grossing film.15 mar 2021 sci-fi epic debuted 2009 held global box office title for decade until it wa overtaken marvel 's avenger endgame 2019.13 mar 2021 saturday `` avatar 's '' box office gross surpassed 2.802 billion ... avatar is once again highest-grossing film all time.13 mar 2021 'avatar ' overtakes 'avengers endgame ' all-time highest-grossing film worldwide rise 2.8b amid china reissue update.27 juni 2019 james cameron 's avatar ha remained highest-grossing film for nearly decade wa movie -- which most do n't seem ... 3 maj 2022 ... box office earnings highest-grossing movie all time . ... avatar sequel more than decade after it theatrical success.13 mar 2021 james cameron 's film rung up estimated 3.5 million new ... set surpass 'avengers endgame ' highest-grossing movie all time.13 mar 2021 with re-release china avatar box office total ha surpassed avenger endgame become highest grossing movie all time ... 12 mar 2021 `` avatar '' is once again highest-grossing movie history ... ultimate box office crown for decade with 2.7897 billion worldwide .,4.0
peregrine falcon is fastest bird world,True,,jun 23 2022 peregrine falcon is fastest animal world ! michael shake/shutterstock.com . peregrine falcon take crown fastest ... apr 11 2019 peregrine falcon is fastest bird fact fastest animal on earth dive . it executes dive peregrine ... nov 21 2016 first some background peregrine falcon is indisputably fastest animal sky . it ha been measured speed above 83.3 m/s ... bird that can achieve greatest airspeed is peregrine falcon able exceed 320 km/h 200 mph it dive . close relative common swift ... jul 11 2022 peregrine falcon is fastest bird world it come speed it can reach whilst diving . can reach staggering 200 ... while peregrine falcon golden eagle show remarkable speed diving after prey other bird much faster level flight.aug 12 2020 not only is magnificent raptor fastest bird world also fastest animal on planet . peregrine falcon is ... apr 22 2022 incredible death-from-above skill set make peregrine falcon not only fastest bird world fastest animal ...,156000.0
george washington wa third president united state,False,george washington february 22 1732 december 14 1799 wa american military officer statesman founding father served first president united state from 1789 1797. george washington february 22 1732 december 14 1799 wa american military officer statesman founding father served first president united state from 1789 1797. year service 17521758 virginia militia ... parent augustine washington mary ball w ... rank colonel virginia militia general c ... branch/service virginia militia continental ar ...,presidency george washington began on april 30 1789 washington wa inaugurated first president united state ... oliver ellsworth third chief justice united states.jan 5 2022 george washington 1732-99 wa commander chief continental army during american revolutionary war 1775-83 served two ... nopresidentvice presidentyears servicecongresses1george washingtonjohn adamsapr . 30 1789mar . 3 17971 2 3 42john adamsthomas jeffersonmar . 4 1797mar . 3 18015 63thomas jeffersonaaron burrmar . 4 1801mar . 3 18057 8view 57 more rowsgeorge washington born 22 february 1731 - westmorland county virginia died 14 december 1799 - mount vernon va president united state 30 april ... feb 27 2021 george washington had set unofficial precedent 1796 decided several month before election not seek third term.the ... gilder lehrman collection 1798 george washington had led america victory revolution helped create american government served two term ...,71600000.0
atlantic ocean is biggest ocean on earth,False,covering approximately 20 percent earth 's surface atlantic ocean is second largest ocean basin world following only pacific . however it is only slightly larger than half size pacific ocean . covering approximately 20 percent earth 's surface atlantic ocean is second largest ocean basin world following only pacific . however it is only slightly larger than half size pacific ocean . 26 feb 2021,26 feb 2021 pacific ocean is largest deepest world ocean basins.atlantic world atlantic ocean is second-largest world 's five ocean with area about 106460000 km2 41100000 sq mi . it cover ... atlantic ocean is second-largest ocean on earth accounting for one fifth earth 's surface 29 earth 's water . united state is le ... 4 june 2010 world 's second largest ocean atlantic ocean cover about 21 percent earth 's surface . separating north south america from europe ... 18 mar 2019 second-largest ocean on earth atlantic drive weather pattern including hurricane is home many specie from sea ... 1 june 2022 pacific ocean is largest ocean world taking up much area atlantic ocean indian ocean combined . ocean is ... 16 june 2021 pacific ocean . area 63800000 square mile 165250000 square kilometer . pacific ocean is largest ocean world atlantic ... pacific ocean represents 45 percent global ocean coverage . it is also largest body water single biggest feature on planet earth . ... 7 june 2022 three recognized major ocean pacific atlantic indian ocean basin . these obviously biggest that order .,11400000.0
rio de janeiro is capital city brazil,False,,portuguese court imperial capital rio de janeiro is capital state same name brazil 's third-most populous state after paulo ... rio de janeiro became colonial capital 1763 wa capital independent brazil from 1822 until 1960 national capital wa moved ... o rio de janeiro foi segunda capital do brasil . cidade perdeu o seu posto em 1960 para cidade planejada de braslia . leia o texto e descubra detalhes ... 5 de mai . de 2019 brazil rio de janeiro brasilia ... rio de janeiro wa it capital for age . city wa crowded government building were far apart ... none it is currently brasilia . historically were once lifetime capital before it finally moved brasilia 1960 * ... melhor resposta none those.the capital city brazil is braslia.a city shaped like airplane ... rio de janeiro is capital city state rio de janeiro second largest city brazil third largest metropolitan area ...,114000000.0
two part body that ca n't heal,False,teeth only body part that can not repair . repairing mean either regrowing what wa lost replacing it with scar tissue . teeth can not do that . brain for example will not regrow damaged brain cell can repair area laying down other scar-type tissue . teeth only body part that can not repair . repairing mean either regrowing what wa lost replacing it with scar tissue . teeth can not do that . brain for example will not regrow damaged brain cell can repair area laying down other scar-type tissue .,mar 12 2015 brain lung ligament can not repair once damaged.jan 22 2022 teeth do n't repair like other body organ because teeth made enamel which is hardest substance entire human ... apr 20 2015 natural defense liver is one only organ that can spring back after part it tissue dy process is called compensatory ... mar 3 2020 liver very good regenerating because can make new cell . cell liver called hepatocytes.mar 9 2018 liver is organ best regenerating itself . instead scarring over damaged tissue like most organ liver can replace old ... mar 22 2019 liver is only organ human body that can regenerate . although some patient have diseased portion liver removed ... mf pittenger 2001 cited 11 osiris is delighted support nature insight on biology potential stem cell . almost 20 year ago field stem cell ... sep 26 2016 ca n't brain repair itself like skin can nerve cell do not renew nerve cell have trouble regrowing damaged parts.aug 7 2019 body also heal regenerate through stem cell . fetus is being formed womb embryonic stem cell divide ...,28500000.0
sega dreamcast wa released 2000 's,False,,video game console video game consolela dreamcast dormukyasuto est une console de jeux vido dveloppe par sega et le successeur de la saturn.24 aot 2020 sega 's dreamcast console wa ahead it time helped shape landscape gaming 2000s today.the actual release ps2 wa not until march 2000 japan late-october 2000 united state . sony 's press release despite being year ahead ... roughly 2.5 million dreamcasts were thought have been sold u march 31st 2000 with 13.83 million piece software . within five month launch ... dreamcast wa released japan november 1998 nearly year later north america . wa odd release window playstation 2 would ... le grand vnements de sega avant le lancement de la dreamcast avec une release d'environ 2000 photo d'poque . le tokyo game show et l'e3 sont de vnements ... la console tv sega dreamcast 2000 sries cx-1 - youtubehttps//www.youtube.com watchhttps//www.youtube.com watchbill loguidice matt barton 2014 computerssega 's dreamcast received lot pre-release hype including from it official ... jet grind radio 2000 sega calledjet set radio everywhere except.ingrid richardson larissa hjorth hugh davy 2021 language art disciplinessega 's dreamcast released 1998 wa ahead it time first console ... handheld game console market also expanded early 2000s with ...,2.0
mount everest is tallest mountain world,True,,mount everest is highest himalayan mountain andat 8850 meter 29035 feetis considered highest point on earth . mount everest is peak himalaya mountain range . it is located between nepal tibet autonomous region china . mount everest is highest himalayan mountain andat 8850 meter 29035 feetis considered highest point on earth . mount everest is peak himalaya mountain range . it is located between nepal tibet autonomous region china . 19.05.202219.01.2022 mount everest 's peak is highest altitude above mean sea level 29029 foot 8848 meter . mount chimborazo 's peak is furthest point ... 26.12.2021 mount everest is tallest mountain above sea level while mauna kea can certainly claim world 's tallest mountain sea level ... mount everest is called world 's highest mountain because it ha `` highest elevation above sea level . '' we could also say that it ha `` highest altitude ... mount lamlam on guam is periodically claimed among world 's highest mountain because it is adjacent mariana trench most extreme claim ... 26.05.2020 mt . everest 8850 meter 29035 foot above sea level undeniably claim point highest altitude world . title tallest ... mountain rangehighest mountainheightcountrieshimalayasmount everest8848 mnepal chinakarakoramk28611 mpakistanhindu kushtirich mir7708 mpakistanweitere 78zeilen anzeigen01.03.2020 highest mountain world is mount everest sitting pretty 8848m himalaya nepal . it 's likely already knew that . after ... which way measuring world 's tallest mountain do think is best 1 tallest from sea level mount . everest . 2 tallest from it base on land .,7750000.0
smallest particle element is molecule .,False,smallest particle element that can not divided broken up chemical mean . it consists central core nucleus containing proton neutron with electron revolving orbit region surrounding nucleus . smallest particle element that can not divided broken up chemical mean . it consists central core nucleus containing proton neutron with electron revolving orbit region surrounding nucleus .,sep 1 2015 smallest particle molecule is atom . smallest unit atom electron proton neutron.apr 24 2017 element is substance completely made up one atom . thus periodic table element is effectively list all known type ... atom is smallest particle element having same chemical property bulk element . first accurate theory explaining nature of.1 answeroct 8 2019 2 answerssep 18 2016 atom . for element smallest particle that can exist it still have property that element is atom.atoms simplest form matter that can exhibit all property element . no particle smaller than atom that can showcase these ... everything is made atom . atom is smallest particle element like oxygen hydrogen . atom join together form molecules.an atom is smallest unit pure substance element that can exist still retain property original substance element .,2750000.0
human body is about 60 water,True,up 60 human adult body is water . according h.h . mitchell journal biological chemistry 158 brain heart composed 73 water lung about 83 water . skin contains 64 water muscle kidney 79 even bone watery 31. up 60 human adult body is water . according h.h . mitchell journal biological chemistry 158 brain heart composed 73 water lung about 83 water . skin contains 64 water muscle kidney 79 even bone watery 31 .,most human body is water with average roughly 60. amount water body change slightly with age sex hydration levels.11 feb 2020 average adult male is about 60 water . average adult woman is about 55 water because woman naturally have more fatty tissue than men.3 ... remove toxin from body help with digestion metabolic function provides elasticity muscle joint . inadequate hydration water is actually ... typical percentage human body that is water is 60 adult men according dr. jeffrey utz allegheny university 50 adult woman according ... 10 jul 2019 while eight glass rule is good start it is n't based on solid well-researched information . body weight is made up 60 percent ... probably heard that human body is made up over 70 percent water drinking enough click here learn more ! 7 may 2018 on average 70-kg man is made up about 42 l total water . 28 litre is intracellular water 14 l is found extracellular fluid ... physiology body water is water content animal body that is contained tissue blood bone elsewhere.the body average adult human being contains 60 water most which is contained inside cell . billion body ...,104000000.0
