question,truthValue,snippet,description,results
most human brain is made muscle,False,it turn out brain is n't actually muscle . it 's organ one that actually play huge role controlling muscle throughout body . muscle is made up muscle tissue which is muscle cell grouped elastic bundle that contract together produce motion and/or force . it turn out brain is n't actually muscle . it 's organ one that actually play huge role controlling muscle throughout body . muscle is made up muscle tissue which is muscle cell grouped elastic bundle that contract together produce motion and/or force . may 25 2021,apr 8 2019 while brain may not muscle many believe still need exercise it rest body keep it healthy ... mar 30 2022 already mentioned brain is not muscle it is organ very important organ not containing real muscle except for muscle ... apr 24 2014 brain is like muscle use it make it strong frontier for young minds.what is brain made ... weighing about 3 pound average adult brain is about 60 fat . remaining 40 is combination water protein ... oct 15 2009 animal such elephant dolphin whale actually have larger brain human have most developed cerebrum . it 's packed ... forebrain is largest most highly developed part human brain it consists primarily cerebrum 2 structure hidden beneath it ... cerebellum . is back brain . it coordinate voluntary muscle movement help maintain posture balance equilibrium . more specifically ... brain is composed cerebrum cerebellum brainstem fig . 1. side view illustration human brain with area labeled colored . figure 1 ... may 28 2014 brawn over brain school we learned that brain make human unique specie . new study show that human muscle may have evolved ...,434000000.0
seven color rainbow,True,colour rainbow red orange yellow green blue indigo violet . colour rainbow red orange yellow green blue indigo violet .,8 sept 2021 it is said that isaac newton only perceived five colour rainbow added two more orange indigo because number seven had ... seven color rainbow red orange yellow green blue indigo violet . acronym roy g. biv is handy reminder for color sequence ... red . orange yellow green blue indigo violet . sometimes scientist simply refer list roygbiv ... seven color rainbow red orange yellow green blue indigo violet . do rainbow only have seven color no . read more .. 1 jan 2019 4 answers7 colour rainbow . rainbow have ever seen rainbow ... many other part that not visible human eye . for example,18700000.0
harry style ' middle name is edward,True,,2020/12/14 harry 's middle name is edward . is harry style ' real name harold nope ! real name is harry . however fan do affectionately refer ... 2017/07/20 harry edward style exact . harry style middle name . ok all seems fine well . harry is flat ... harry style answer . aylakarina said it extrodiharry harry edward style 3.his real name is harry style only . middle name is harry edward style . before bandmates used call harold hazza haz on.harry edward style born 1 february 1994 is english singer songwriter actor . ... is first man appear solo on cover vogue.2016/02/02 harry style 's middle name is edward . user avatar wiki user . 2016-02-02 023147. ... 2021/12/27 harry style middle name will harry style call it that 3 heard that harry style one direction harry edward is millward style ... 2013/03/11 1. harry wa born on 1st february 1994 making youngest member one direction . 2. middle name is edward . 3 .,5650000.0
singer lady gaga ha up date played no le than 5 movie,True,,lady gaga januari 2021. fdelsenamn stefani joanne angelina germanotta . fdd 28 mar 1986 36 r. bakgrund usa ... 23 juni 2022 lady gaga byname stefani joanne angelina germanotta ... up-and-coming singer-songwriter 2018 remake movie star is born.28 okt . 2021 lady gaga wa tapped star film about gucci family called 'house gucci ' alongside adam driver . here 's what we know far.5 no . 1 hit . 17 top 10 hit . 35 song . billboard hot 100. billboard hot 100. debut date ... lady gaga talk join joaquin phoenix 'joker 2 ' musical ... stefani joanne angelina germanotta born march 28 1986 known professionally lady gaga is american songwriter singer actress philanthropist ... 30 mar 2021 allow u break down singer actress 's past relationship from day stefani germanotta mother monster.13 juni 2022 lady gaga is early talk star opposite joaquin phoenix warner bros ... while phoenix 's deal for new joker film ha not yet been ... 25 jan. 2018 pop icon lady gaga 's debut album 'the fame ' included hit `` just dance '' ... lady gaga ha since earned acclaim for subsequent album ... 17 juni 2022 harley is born lady gaga talk for joker musical ... warner bros. currently ha least three dc comic feature film continuity ...,6.0
bent joint flamingo leg is it ankle .,True,,according travis m. andrew washington post flamingo ' unique skeletal structure help stay still while resting on one foot . like human bird have two main leg joint ankle knee . bent crook leg that we can observe look like knee it is actually bird ' ankle . according travis m. andrew washington post flamingo ' unique skeletal structure help stay still while resting on one foot . like human bird have two main leg joint ankle knee . bent crook leg that we can observe look like knee it is actually bird ' ankle . 25 de mai . de 201719 de jul . de 2021 scientist said part reason flamingo can balance on one leg well is that once one knee is bent all other joint snap place ... 24 de mai . de 2017 with human flamingo have two main joint on leg . one can see that bend backward is not knee.14 de ago . de 2012 joint that look like ankle right down bottom ... effectively half flamingo 's leg actually it foot normal ... all bird leg bend same way knee not bending wrong way because joint actually ankle not knee . do internet ... 23 de mai . de 2017 fellow biologist lena ting suspected that pink bird might have feature on leg that help lock joint place . ... 25 de mai . de 2017 key moment happened rotated bird standing position `` we held onto it ankle ... we turned it vertically ... 26 de mai . de 2017 visible joint leg that bend backward is not knee actually bird 's ankle . it knee is hidden bird 's feature ... reminds me horse 's hock - large joint half way down hind leg which is it ankle . horse also have very stretched foot .,1880000.0
people have chiclephobia afraid cat,False,,ailurophobia is fear cat . people with specific phobia feel anxious think about cat see cat image cat hear cat . many people with cat phobia have had negative experience with cat . ailurophobia is fear cat . people with specific phobia feel anxious think about cat see cat image cat hear cat . many people with cat phobia have had negative experience with cat . 19 de nov. de 2021how people express fear cat today fear cat harbinger evil is typically rooted religion-based phobia . some case ... 12 de jan. de 2017 feline fear . one particular phobia that attracted considerable medical popular attention wa ailurophobia that fear cat . medic ... feline fear . one particular phobia that attracted considerable medical popular attention wa ailurophobia that fear cat . medic tapped ... 29 de ago . de 2018 fear spider is britain 's number one phobia with third people suffer saying it affect day day life . it affect travel ... people have chiclephobia afraid cat . answer false - people suffer from chiclephobia have fear chewing gum being around person ... geoff tibballs 2019 humorwoody allen arachibutyrophobia fear peanut butter sticking roof ... fear untidiness napoleon bonaparte ailurophobia fear cat johnny ... 25 de out . de 2016 do n't know where my intense fear cat came from it began . ailurophobia definition is irrational . sure ... woman with `` cat phobia '' pet cat for first timehttps//www.youtube.com watchhttps//www.youtube.com watch,10.0
lighter wa invented before match,True,it wa n't until 1823 note is before invention actual match 1826 german chemist named johann wolfgang dobereiner is credited with inventing first lighter . it wa n't until 1823 note is before invention actual match 1826 german chemist named johann wolfgang dobereiner is credited with inventing first lighter . 19 oct 2011,1 sept 2019 lighter wa invented couple year before match 1823. it wa large hard use did n't really achieve any kind ... 10 apr 2019 while it is true lighter were invented number year before match original lighter is n't something would want use.even though answer look pretty straight forward lighter wa actually invented before match wa . fact lighter were used since 17th ... 7 oct 2016 til lighter were invented before match . lighter were invented 1823 while match were invented 1826.5 answersthe cigarette lighter wa invented before first conventional friction-based match . german chemist johann dobereiner invented lighter 1823 ... 7 day ago first match wa created french chemist named jean-louis chancel . it wa difficult ignite released strong smelly fume ... invented even before match lighter that we know today is direct descendent technique used prehistoric ancestor tame fire.21 jun 2022 since lighter involves rather complex system it make more sense think that match were created first .,2430000.0
evita pern wa first female president argentina,False,,22-jul-2022 juan pern wife eva buenos aire on inauguration day june 9 1952 second term president argentina.mara eva duarte de pern wa wife argentine president juan pern first lady argentina from 1946 until death 1952.president first lady . ' eva pern may 7 1919july 26 1952 wa wife argentine president juan pern first lady ... mara eva duarte de pern may 7 1919 july 26 1952 wa second wife argentine president juan domingo pern 18951974 first lady ... 27-apr-2017 1945 married juan pern became president argentina following year . eva pern used position first lady fight for ... 401 youtube biography 02-jan-2014 02-jan-20146 day ago argentinian mark 70 year since death evita charismatic figure hailed for fighting for woman poor.eva pern wa second wife argentine president juan pern first lady argentina from 1946 until death 1952.19-jun-2022 enjoy now is evita peron die biographie below . evita jill hedge ... husband president juan . domingo peron ... first lady argentina .,466000.0
friend monica 's grandmother used live joey 's apartment,False,monica 's grandmother fact landlord still thought grandmother lived . episode one with flashback monica reveals joey matt leblanc that got apartment 87-year-old grandmother moved florida . fact landlord still thought grandmother lived . episode one with flashback monica reveals joey matt leblanc that got apartment 87-year-old grandmother moved florida . 27 june 2020,following lived monica 's apartment never actually shown during episode monica 's grandmother is official tenant lived before ... 26 dec 2018 5 answers20 feb 2021 over course ten season viewer got know monica chandler phoebe joey rachel ross quite well following through breakup ... 28 dec 2017 where did monica live before moving with nanny -- -jack 's ... quite le than what chandler joey were paying for apartment due ... 30 mar 2021 from monica rachel phoebe ross chandler joey all ... friend apartment is monica geller ross geller 's grandmother ... 28 july 2019 28 july 2019 rent-control is tactic used . rent-controlled apartment new york city essentially apartment that under regulation that ... 22 sept 2018 iconic tv show 'friends ' debuted on september 22 1994 it ... rent-controlled lease from monica 's grandmother that allowed pair ...,622000.0
japan people see `` rabbit on moon '' instead `` man on moon '',True,,sep 12 2019 have heard rabbit on moon ... one night man on moon came down earth disguised beggar . chanced upon fox ... apr 22 2016 never heard about people seeing rabbit on moon before . ... never seen supposed `` man on moon '' that people always talked ... rabbit on moon . may have heard man on moon what about rabbit japan crater on surface moon not felt ... sep 2 2019 look rabbit on moon ! ... another interesting thing is that instead seeing man on moon japanese people see rabbit ... liliana janik 2020 art ... 'the man on moon ' while japan people see rabbit figure 1.2 . ... rabbit on moon seen japanese culture c 'man on moon ' ... moon ' reference from japan 's version man on moon . on clear night one can see rabbit on moon pounding mochi sticky yet firm paste ... feb 19 2016 ... is standing over mortar similar man on moon west . ... know that china japan also see rabbit on moon ... derek padula 2015 comic graphic novelsthis is origin rabbit on moon . now doe rabbit look mortar ... is chinese equivalent man on moon.nov 2 2020 while 's not much lore about moon goddess is story about rabbit on moon . man on moon came earth disguised ...,478000.0
pneumonia is kind infection that affect lung .,True,,pneumonia is infection that inflames air sac one both lung . air sac may fill with fluid pu purulent material causing cough with phlegm pu fever chill difficulty breathing . variety organism including bacteria virus fungi can cause pneumonia . pneumonia is infection that inflames air sac one both lung . air sac may fill with fluid pu purulent material causing cough with phlegm pu fever chill difficulty breathing . variety organism including bacteria virus fungi can cause pneumonia . 2020/06/13pneumonia is infection one both lung caused bacteria virus fungi chemical irritant . it is serious infection inflammation ... pneumonia is common lung infection caused bacteria virus fungi . it is often spread via coughing sneezing touching even breathing ... pneumonia is swelling inflammation tissue one both lung . it 's usually caused bacterial infection virus.2021/06/20 pneumonia is infection one both lung . ... mild severe depending on type germ causing infection age ... 2021/11/11 pneumonia is form acute respiratory infection that affect lung . lung made up small sac called alveolus ... pneumonia is infection lung caused fungi bacteria virus . general symptom include chest pain fever cough trouble breathing.anyone any age can affected child under age four year ... pneumonia is type lung infection caused virus bacteria.pneumonia is type chest infection . it affect tiny air sac lung called alveolus . have pneumonia these air sac get inflamed ...,53000000.0
spiral shape sunflower follow fibonacci sequence where each number is sum last 2 maximize sunlight intake,True,,sunflower seed pattern used national museum mathematics contains many spiral . count spiral consistent manner will always ... 3 2016/10/27 seed head sunflower optimize packing seed growing floret spiraling pattern connected golden ratio ... first look fibonacci number appear various `` family tree '' pattern spiral leaf seed . second page ... 2015/11/20 therefore seed sunflower follow pattern fibonacci sequence . golden angle play important role for creation ... pattern seed within sunflower follows fibonacci sequence ... is sum previous two numbers.2 sunflower spiral see ... had hunch that tree had secret tell about shape . ... fibonacci added last two number series together sum became ... 2014/03/05 not all sunflower follow fibonacci number source wayne ... off with 2 1 is sum previous two number 2 1 3 4 ... spiral shape sunflower follow fibonacci ... ... each number is sum last two . maximizes sunlight for each floret !,14300.0
closest planet sun is venus,False,kid-friendly venus venus is second planet from sun earth 's closest planetary neighbor . even though mercury is closer sun venus is hottest planet solar system . venus is second planet from sun earth 's closest planetary neighbor . even though mercury is closer sun venus is hottest planet solar system .,mar 12 2019 other word mercury is closer earth on average than venus is because it orbit sun more closely . further mercury is closest ... dec 10 2021 common sense would say answer is either mar venus next door neighbor . two venus come closer earth than any other ... venus is not considered nearest planet . it is hottest planet even though it is far away from sun compared mercury . degree hotness doe not ... jul 4 2022 jul 4 2022 inner four planet closest sun mercury venus earth mar often called `` terrestrial planet '' because surface ... may 28 2010 mercury is closest planet sun . venus is second closest planet sun earth is third closest planet ... mercury is nearest planet sun . venus is second nearest planet sun earth is third nearest planet sun.the order planet from sun starting closest moving outwards mercury venus earth mar jupiter saturn uranus neptune.this is because while tiny planet doe not get close earth mar venus can it never get quite far away either . moreover mercury is ...,45600000.0
1 kg is equal 1000 gram .,True,,kilogram is equal 1000 grams.18 feb 2017 no ! only official unit mass not weight is kilogram . 1000 gram is officially defined exactly 1000 thousandth part one kilogram 1000 ... formula divide value gram 1000 because 1 kilogram equal 1000 gram . 1000 gram = 10001000 = 1 kilogram . howmany.wiki ... kilogram is 1000 gram for every kilogram 1000 gram . that mean that ratio between kilogram gram is 11000. it also mean 1 kilogram ... 6 day ago between metric unit under consideration is conversion factor 1000 larger unit is kg . change mass we use formula g ... 1 kilogram is equal 1000 gram . 1 kg = 1000 g. kilogram gram conversion . 16 kg = 16000 g. 5 kg = 5000 ... 1 gram g is equal 0.001 kilogram kg . convert gram kilogram multiply gram value 0.001 divide 1000. for example convert 1500 ... 2 dec 2009 1 kg = 1000 gram 4.08 kg = 4.08 * 1000 = 4080 gram . simple ! many kilogram equal 1000 gram 1 kg = 1000 gram 1 gram ... easily interactively generates cheat sheet with conversion from kilogram gram 1 kg = 1000 g. user can specify some parameter i.e . starting ...,8720000.0
anything that ha certain mass occupies space is called atom .,False,matter is anything that occupies space ha mass . matter is anything that occupies space ha mass . pdf,oct 6 2019 1 answermatter is anything that ha mass occupies space . it can macroscopic people object microscopic cell particulate compound molecule atoms.matter is defined anything that occupies space ha mass . atom molecule all composed matter . matter requires least one subatomic particle ... jun 27 2022 2 answerssep 3 2019 all matter ha mass occupies space . all physical object made matter . matter itself is composed tiny building block known ... substance universefrom grain sand staris called matter . scientist define matter anything that occupies space ha mass.the term matter refers anything that occupies space ha massin other word stuff that universe is made . all matter is made up ... 1 answerapr 29 2014 matter is anything that occupies space ha mass . all physical object composed matter easily observed property matter ...,1450000.0
is venus closest planet sun,False,kid-friendly venus venus is second planet from sun earth 's closest planetary neighbor . even though mercury is closer sun venus is hottest planet solar system . venus is second planet from sun earth 's closest planetary neighbor . even though mercury is closer sun venus is hottest planet solar system .,mar 12 2019 other word mercury is closer earth on average than venus is because it orbit sun more closely . further mercury is closest ... venus is not considered nearest planet . it is hottest planet even though it is far away from sun compared mercury . degree hotness doe not ... dec 10 2021 fact scientist behind article crunched number found that on average mercury is closest planet not only earth ... order planet from sun starting closest moving outwards mercury venus earth mar jupiter saturn uranus neptune.venus second planet from sun sixth solar system size mass . no planet approach closer earth than venus it nearest it is ... nov 25 2015 mercury venus earth mar jupiter saturn uranus neptune . mercury mercury is closest planet sun just 58 million km 36 ... venus is second planet from sun is named after roman goddess love beauty . brightest natural object earth 's night sky after ...,45800000.0
group crow is called murder .,True,while most people call group bird flock crow particular have been known number term . most popular these is known murder group crow can also called horde mob muster parcel . while most people call group bird flock crow particular have been known number term . most popular these is known murder group crow can also called horde mob muster parcel .,21 feb 2013 group crow is called murder . several different explanation for origin term mostly based on old folk tale ... 26 jan 2022 classic episode simpson homer destroys marge 's garden scarecrow inadvertently becomes leader local crows.24 apr 2013 officially group crow is flock word `` murder '' is poetic term used literature that originated england 15th century ... murder crow most likely explanation is that crow received it collective noun because it behaviour well it perceived ... 14 mar 2022 is collective noun for crow called murder ... term 'murder ' ha been given flock crow some which historical ... 24 aug 2014 38 answersa leap leopard flamboyance flamingo barrel monkey murmuration starling collective noun for animal fun full ... 1 dec 2015 're not one that annoy me . murder crow likethe one that people giggle over despite no actual instance anyone ...,877000.0
australia is both country continent .,True,,situated geographical region oceania australia is smallest seven traditional continent . australia . australia-new guinea orthographic ... 2 jul 2018 australia is considered continent because it is very large contiguous land mass just north america south america antarctica africa asia ... although australia is sometimes called island continent most geographer consider island continent separate things.australia/new zealand sometimes referred australasia . australia is known smallest continent on earth . country ha area 7692000 km ... commonwealth australia is official name australia country . nation australia however is larger than than continent australia . ... 1 answer,53400000.0
michael jackson nicolas cage both married same lady,True,,02.11.2018 4antwortendiese seite bersetzen presley ha been married musician danny keough singer michael jackson actor nicolas cage music producer michael lockwood.1 . nicolas cage michael jackson both married same woman peace treaty . lisa marie presley michael douglas 015. please login/register bookmark ... 07.12.2002 married just 107 day lisa marie cage spent most time newlywed 2 million estate hidden hill outside los angeles.07.01.2022 that same year took plunge with michael jackson . lisa marie late pop star were married for only two year before calling it ... do go from marrying michael jackson marrying nicolas cage whatever happened `` type '' same vein doe michael go from lisa ... ha been married four time including singer michael jackson actor nicolas cage fourth husband is music producer michael lockwood ... 05.07.2015 til nicholas cage is tunnel buddy with michael jackson ! ... lisa marie presley wa married nicolas cage wa married patricia ... 02.04.2014 married michael jackson nicolas cage each briefly ... couple had two child daughter named danielle riley son named ...,1340000.0
punxsutawney phil is just nickname for famous groundhog,True,,reality have likely been around 10-12 phils since first celebration . it 's also worth remembering punxsutawney phil is just nickname full ceremonial name is 'punxsutawney phil seer seer sage sage prognosticator prognosticator weather prophet extraordinary ' . catchy ! reality have likely been around 10-12 phils since first celebration . it 's also worth remembering punxsutawney phil is just nickname full ceremonial name is 'punxsutawney phil seer seer sage sage prognosticator prognosticator weather prophet extraordinary ' . catchy ! punxsutawney phil is groundhog punxsutawney pennsylvania is central figure borough 's annual groundhog day celebration.30 janv . 2020 adopting new name wa not only good branding also practical way help ... learn more about legendary punxsutawney phil ! ... punxsutawney phil is only true weather forecasting groundhog . ... is name philhowever phil whose full name is punxsutawney phil seer seer sage sage prognosticator prognosticator weather prophet extraordinary is n't ... 27 janv . 2020 also only animal honored on calendar is groundhog . will is state-licensed wildlife rehabilitator which allows legally ... 30 janv . 2018 punxsutawney phil ha wife name is phyllis ! punxsutawney phil is n't only famous groundhog pennsylvania 's also gu ... 2 fvr . 2018 punxsutawney phil predicted six more week winter these eight ... while phil is most famous groundhog doe n't have great ... 2 fvr . 2019 pennsylvania club claim creature is 132 year old . phil may `` oldest '' most famous groundhog u.s. that doe n't ... 29 janv . 2019 however phil whose full name is `` punxsutawney phil seer seer sage sage prognosticator prognosticator weather prophet ...,58.0
