question,truthValue,snippet,description,results
walt disney ha record for most academy award,True,film producer disney hold record for most academy award earned individual having won 22 oscar from 59 nomination . wa presented with two golden globe special achievement award emmy award among other honor . film producer disney hold record for most academy award earned individual having won 22 oscar from 59 nomination . wa presented with two golden globe special achievement award emmy award among other honor .,walt disney 19011966 won received total twenty-six academy award hold record for most academy award history.walt disney 190166 won received total twenty-six academy award hold record for most academy award history . won total ... disney hold record for most academy award won individual film producer having won 22 oscar from 59 nominations.did know walt disney won total 26 academy award day hold record for most win most nomination for individual.as 2021 disney ha won total 135 academy award impressive number is that these 32 were won walt disney personally . is far ... 10 feb 2020 bong may have matched disney 's record most oscar won one night director ha long way go match disney 's record for ... 27 mar 2022 today walt disney company received six academy award 94th annual ceremony broadcast live on abc from dolby theatre ...,79400000.0
statue liberty is located texas,False,,located halletsville texas statue is pretty much hour fifty minute from houston austin san antonio ! 're coming from dallas it 's ... texas goddess is probably based on similar 19th century statue greek goddess athena represents truth justice art . standing sixteen foot ... architect elijah e. myers designed goddess liberty crowing element texas capitol . state freedom on national capitol statue ... aug 15 2018 hallettsville texas mini statue liberty ... larger than most mini-statues liberty with complete pedestal base replica . relatively ... location not on view dimension sheet 8 x 16 . 20.3 x 40.6 cm . copyright . h. arthur taussig credit line . smithsonian american art museum . gift ... austin tx statue liberty texas ! rate report inappropriate . statue liberty texas ! mar 3 2022 after 97 year constant vigilance from dome texas state capitol original goddess liberty retired life climate- ...,19100000.0
footballer cristiano ronaldo is most-followed person on instagram facebook 2021,True,athlete with most instagram follower worldwide 2021 footballer cristiano ronaldo wa most-followed athlete on photo-sharing platform instagram with over 3332 million follower . ronaldo is also overall most-followed person on instagram well on facebook . footballer cristiano ronaldo wa most-followed athlete on photo-sharing platform instagram with over 3332 million follower . ronaldo is also overall most-followed person on instagram well on facebook . 5 day ago,8 feb 2022 september 2021 cristiano ronaldo became most-followed person ever on instagram with 237 million followers.6 day ago june 2022 portuguese soccer star cristiano ronaldo wa most followed person on instagram with over 455 million followers.7 feb 2022 manchester united superstar cristiano ronaldo is most followed person on instagram ha become first individual exceed 400 ... september 2021 cr7 reached over 230 million follower become most followed person ever on instagram . however remarkable return boyhood ... 471m follower 518 following 3334 post - see instagram photo video from cristiano ronaldo cristianocristiano ronaldo ha one most popular instagram account may 2022. portuguese footballer is most-followed person on photo sharing ... 5 feb 2022 more than 314 million people follow cristiano ronaldo on instagram . well on instagram facebook ronaldo is most followed person ... 8 jun 2022 even moreso were cristiano ronaldo recently became first human break 400 million follower on instagram . put that ... 30 jun 2021 ronaldo is most-followed person on instagram with more than 300 million fan having added more than 125 million since beginning ...,11000000.0
spider have five leg,False,,12 sept 2016 all spider have 8 leg . it ha more le it 's not spider . some spider lose leg escape predator other spider get leg two cut ... spider appear have limited ability regenerate lost limb once reach adulthood do not moult larger larger exoskeleton ... 8 jun 2011 scientist may have uncovered spider creepy-crawlythey have more leg than actually need new study says.29 may 2015 hey ! every year during spring summer find around my house small 5 legged spider . all have same missing leg all ... spider arachnid like all arachnid have eight leg . spider different from insect which have only 6 legs.the anatomy spider includes many characteristic shared with other arachnid . these characteristic include body divided two tagmata section ... now because belong arachnida order all have eight leg which inherited from trigonotarbid ancestor . each leg is ...,2720000.0
slug ha four nose,True,slug actually have two nose one on head one on tail . nose on head is used for smelling while nose on tail is used for breathing . slug use both nose smell breathe can even smell with eye ! slug actually have two nose one on head one on tail . nose on head is used for smelling while nose on tail is used for breathing . slug use both nose smell breathe can even smell with eye ! mar 26 2022,answer 1 think what referring nose two pair tentacle that slug have . use these tentacle gather ... do slug have 4 nose no slug do not have 4 nose . all slug have four tentacle which use see smell . all slug do not have ... slug have 3000 teeth 4 nose . crawl through these weirdbuttruewednesday fact . https//on.natgeo.com/2ehzo3x . image . 800 pm may 29 2019khoros ... jan 18 2022 snail ha 4 nose 1 pair 2 pair tentacle on it head . longer pair house eye on tip base tentacle ... tentacle for scent on slug 's face while one for sight positioned on top head . tentacle designed for smelling each contain ... do know that slug have four nose yeah it amazing fact about slug . actually slug fact do n't have actual nose have what is ... doe slug have nose ... it is believed that slug have four nose although do n't have same type respiratory system that human being ha ... jun 7 2011 it wa discovered that slug have four nose . although these nose do not function that with human these nose more often ... feb 15 2021 slug shell-less terrestrial gastropod mollusc snail . slug cold slimy animal . skin slug is exceptionally moist ...,5870000.0
is it possible sneeze while asleep,False,on any given day might sneeze result body getting rid allergen perhaps response cold virus . while can certainly sneeze night well own biological response may help automatically stifle sneezing while 're actually asleep . on any given day might sneeze result body getting rid allergen perhaps response cold virus . while can certainly sneeze night well own biological response may help automatically stifle sneezing while 're actually asleep . sep 5 2020,person may wake up sneeze night it is not possible sneeze during sleep . sleep cause paralysis reflex muscle contraction ... jun 10 2022 it would seem reflexive action sneeze . it is nearly impossible certainly uncomfortable stifle poorly timed sneeze . ... jul 16 2022 sneezing during sleep doe not seem possible sometimes strong urge may wake up from nrem sleep make sneeze.sep 24 2021 answer most important question yes can sneeze sleep only it earliest stage say eric ascher m.d . family ... feb 2 2012 we do n't sneeze we sleeping thanks brain location . we actually should more prone sneezing during sleep ... even insect crawled across noseyou probably would n't sneeze while dreaming . during rem sleep phase where dream take place muscle ... mar 17 2022 can we sneeze while sleeping ... current consensus is resounding no . theory is that we may do it while we 're bed body ... jul 25 2017 have ever sneezed loudly middle night that woken yourself up think about it . answer is likely no.jun 16 2022 environmental circumstance needed trigger sneeze present during sleep . however body ha automatic response stifle ...,1970000.0
elephant largest animal world,True,,elephant largest land mammal on earth have distinctly massive body large ear long trunk . use trunk pick up object trumpet warning greet other elephant suck up water for drinking bathing among other us . elephant largest land mammal on earth have distinctly massive body large ear long trunk . use trunk pick up object trumpet warning greet other elephant suck up water for drinking bathing among other uses.2019/03/18 elephant largest land animal on earth 're one most unique-looking animal . with characteristic long ... african elephant largest land animal on earth . slightly larger than asian cousin can identified larger ear that ... 1. 're world 's largest land animal . african savanna bush elephant is world 's largest land animal with adult male bull ... 2021/11/23 sri lankan elephant is largest asian specie with largest individual having reached past 12000 pound ! one distinguishing ... african elephant largest land animal world today . largest african elephant ever recorded wa found angola rocking massive ... biggest animal on planet ever blue whale balaenoptera musculus biggest land animal world weight african bush elephant loxodonta ... largest living land animal is african elephant which can weigh up 6350 kg 7 ton typically grow 35 ft 10.6 m from trunk tail ... african elephant largest land animal on earth currently is african elephant . have been animal far greater than african elephant 4 ... whale largest sea creature . these two huge animal may fact related . biologist now believe ancestor elephant once lived sea .,31900000.0
cherry red .,True,pit '' cherry is it seed . while certainly variety cherry that turn bright vivid red other variety exist that appear much darker almost purple . people often call these dark cherry black cherry . '' pit '' cherry is it seed . while certainly variety cherry that turn bright vivid red other variety exist that appear much darker almost purple . people often call these dark cherry black cherry . '',not ever case rainier cherry which hold multicolor gradient yellow orange red . 're harvested primarily late june early july.19 apr 2021 cherry red because contain anthocyanin natural pigment that is also antioxidant . anthocyanin go from red blue on ... cherry is fruit many plant genus prunus is fleshy drupe stone ... prunus pensylvanica l.f. pin cherry fire cherry wild red cherry ... other constituent quantity water 82 g vitamin k 2 2.1 g pantothenic acid b5 4 0.199 mg19 jun 2019 cherry small stone fruit that come variety color flavor . two major category tart sweet cherry ... 24 apr 2015 deep colour tart red cherry is clue health-promoting property . contain flavonoid called anthocyaninsnaturally ... 9 nov 2020 whether like sweet tart these deep red fruit pack healthful punch . cherry low calorie chock full fiber ...,1050000000.0
henry ford designed what wa considered world 's first car,False,model t wa introduced world 1908. henry ford wanted model t affordable simple operate durable . vehicle wa one first mass production vehicle allowing ford achieve aim manufacturing universal car . model t wa introduced world 1908. henry ford wanted model t affordable simple operate durable . vehicle wa one first mass production vehicle allowing ford achieve aim manufacturing universal car .,1896 quadricycle first automobile that henry ford built came symbolize all later success achieved mr. ford ford motor company . ... 26 mar 2020 henry ford established ford motor company 1903 five year later company rolled out first model t. ford introduced ... 1896 founder ford motor company built first car took it for spin on street detroit . ... it wa only 45 inch wide 43 inch high ... 18 nov 2019 henry ford generally get credit for first assembly line production car en masse with model t 1908. stephen corby.8 july 2015 ford is credited with bringing car mass which transformed driving from pastime for rich integral part daily life ... 25 apr 2022 widely regarded first automobile that wa affordable for middle-class american ford model t occupies important place ... 27 apr 2017 henry ford wa american automobile manufacturer created model t 1908 went on develop assembly line mode ... henry ford built first automobile which called quadricycle home detroit 1896. location ha been redeveloped where michigan ... 6 apr 2022 henry ford wa american industrialist businessman founded ford motor company . invented model t car moving assembly ...,28300000.0
'la la land ' wa ryan gosling emma stone 's third movie together,True,,20 jun 2022 actor emma stone ryan gosling have been three movie together . learn which one performed worst box office.9 apr 2017 1. crazy stupid love 2. gangster squad 3. la la land.8 dec 2016 after 'la la land ' will ryan gosling emma stone dance ... stone 28 gosling 36 officially reunited third film together.it star ryan gosling emma stone struggling jazz pianist aspiring actress respectively meet fall love while pursuing dream ... ryan gosling work up sweat chasing down emma stone la la land . say third time 's charm third movie together on-screen couple is ... emma stone ryan gosling set reunite on screen musical la la land . director behind project is damien chazelle.1 dec 2016 `` la la land '' star emma stone ryan gosling ... `` la la land '' star emma stone ryan gosling third film together . credit summit ... 30 aug 2016 entertainment weekly congratulation on venice film festival opening night slot . damien chazelle originally la la land wa going ... 13 feb 2019 it 's been little over two year since we first saw ryan gosling emma stone dancing way through los angeles la la land now ... emma stone ryan gosling describe magic `` la la ... https//www.vanityfair.com video watch toronto-inte ... https//www.vanityfair.com video watch toronto-inte ...,1050000.0
omnivore eat only plant,False,generally omnivore eat fruit vegetable freely ca n't eat grass some grain due digestive limitation . omnivore will also hunt both carnivore herbivore for meat including small mammal reptile insect . large omnivore include bear human . generally omnivore eat fruit vegetable freely ca n't eat grass some grain due digestive limitation . omnivore will also hunt both carnivore herbivore for meat including small mammal reptile insect . large omnivore include bear human .,19 may 2022 19 may 2022 omnivore is organism that regularly consumes variety material including plant animal algae fungi.herbivores animal that eat only plant . carnivore animal that eat only meat . omnivore animal that eat both plant meat . size ... omnivore animal is one that eats both plant animal which may include egg insect fungi meat algae . many omnivore evolved ... omnivore is animal that ha ability eat survive on both plant animal matter . obtaining energy nutrient from plant animal ... can omnivore eat only plant omnivore is kind animal that eats either other animal plant . omnivore eat plant not all kind ... unlike carnivore eat diet almost completely meat herbivore eat only plant omnivore generalist it come what can ... 23 oct 2021 while herbivore eat only plant carnivore only prey on meat other animal carrion . similarly omnivore animal that eat ... 17 jul 2020 human omnivore because biology . vegetarianism is dietary choice . omnivore eats only plant material remain omnivore . dietary ...,441000.0
cheesecake come from italy,False,cheesecake is dessert loved all around world . most people think it is originated from united state actually it date back ancient greece . cheesecake is dessert loved all around world . most people think it is originated from united state actually it date back ancient greece . 13 mar 2016,cheesecake is sweet dessert consisting one more layer . main thickest layer consists mixture soft fresh cheese egg sugar.24 may 2022 ancient roman feasted on delicious honey-crusted cheesecake called savillum which is believed real ancestor modern us-style ... cheesecake around world . each region world also ha it own take on best way make dessert . italian use ricotta cheese while greek ... traditionally cheesecake ha no crust . modern version ha cake-like base made with flour . italy it is common incorporate mascarpone ... 27 jul 2016 four basic type cheesecake variety even brand cheese affecting texture taste curd such farmer pot ... 27 nov 2017 italian cheesecake is similar instead cream cheese italian use ricotta which add little tang texture.always wanted know make real italian cheesecake here 's quick easy recipe . all italian cheesecake ha ricotta cheese it heart ... what is difference between american italian cheesecake main difference between what we would consider typical new york american ...,15200000.0
harry potter series harry potter us invisibility cloak become invisible .,True,cloak invisibility wa magical artefact used render wearer invisible one fabled deathly hallows . tale three brother it wa third final hallow created supposedly death whom had cloak possession that time . cloak invisibility wa magical artefact used render wearer invisible one fabled deathly hallows . tale three brother it wa third final hallow created supposedly death whom had cloak possession that time . owner death according legendignotus p ... usage made wearer invisible manufacturer death told tale ...,invisibility cloak wa magical garment which rendered whomever whatever it covered invisible . invisibility cloak were exceptionally rare valuable ... invisibility cloak is used harry sometimes trio frequently situation that need discreetly travel place . first instance ... harry 's invisibility cloak is one deathly hallows legendary thing said given from death with capital-d peverells family ... 4 vote we learn harry potter book that harry potter universe most invisibility cloak ... muggles ' guide harry potter/magic/invisibility cloak type magical device feature make wearer invisible first appearance harry potter ... sep 29 2015 cloak 's simplest sneakiest use wa for flawless eavesdropping it also came it own other key moment . here seven time ... jul 4 2018 jul 4 2018 one deathly hallows is finally real . scientist have managed create harry potter 's invisibility cloak . now where can we get one,978000.0
thomas jefferson wa second president u.s.a .,False,,thomas jefferson spokesman for democracy wa american founding father principal author declaration independence 1776 third ... wa previously second vice president united state under john adam first united state secretary state under george washington.mar 22 2022 thomas jefferson 1743-1826 author declaration independence third u.s. president wa leading figure america 's ... thomas jefferson wa inaugurated third president united state on march 4 1801 after being elected house representative on february 17 1801 ... nopresidentvice presidentyears servicecongresses1george washingtonjohn adamsapr . 30 1789mar . 3 17971 2 3 42john adamsthomas jeffersonmar . 4 1797mar . 3 18015 63thomas jeffersonaaron burrmar . 4 1801mar . 3 18057 8view 57 more rowsthomas jefferson wa third president united state . served two term office from 1801 1809. jefferson dealt with two major challenge ... thomas jefferson b. on april 13 1743 virginia wa third president united state . served from 1801 1809.many word describe thomas jefferson . is best remembered person wrote declaration independence third president united state ... thomas jefferson is inaugurated third president united state becoming first president inaugurated washington d.c. aaron burr ...,19900000.0
insulin wa discovered physiologist professor medicine nicolae paulescu,True,nicolae constantin paulescu wa romanian physiologist politician first publish on discovery insulin which had called pancreine . nicolae constantin paulescu wa romanian physiologist politician first publish on discovery insulin which had called pancreine . 7 jul 2021,nicolae constantin paulescu wa romanian physiologist professor medicine politician most famous for work on diabetes including patenting ... nicolae paulescu wa romanian scientist claimed have been first person discover insulin which called pancreine.by 1916 paulescu reportedly had isolated substance which called pancrein pancreine now considered have been insulin . paulescu reported ... d benia 2021 illustrious romanian scientist doctor professor nicolae paulescu wa born on october 30th 1869 romanian capital bucharest . family wa ... nicolae paulescu october 30 1869-july 17 1931 wa romanian physiologist professor medicine discoverer insulin.2 . wa nicolae paulescuwho wa nicolae paulescu nicolae wa romanian physiologist professor medicine politician discoverer insulin ... on october 25 1923 19 professor karolinska institutet decided secret vote award nobel prize physiology medicine frederick ... four year later became full-fledged professor physiology medical faculty . medicine bucharest 11 february 1905 19 july 1931 professor ... nicolae paulescu insulin . jayant pai-dhungat . professor medicine retd . tn medical college hon . ... romanian physiologist wa born bucharest .,1830.0
's village netherlands with no street only canal,True,,mar 5 2018 giethoorn is called `` dutch venice '' for good reason it ha more than 55 mile canoe trail which connect canal-side home eatery ... jan 31 2019 tiny dutch village giethoorn tranquility is almost dreamlike . that is until remember it 's quietthere no car ... also known venice netherlands magical village founded around 1230 is ... it ha no road any modern transportation all only canals.jul 29 2020 giethoorn is charming village without road located dutch province overijssel netherlands . completely car-free laced with ... feb 6 2019 giethoorn is baptised 'venice netherlands ' it basically ha no street road . just canal . breathtaking canal system flow ...... nature preserve dutch province overijssel netherlands . little village ha no street only canal walking path bike trails.oct 5 2015 giethoorn holland is kind city that storybook scene made . here 's no road . instead entire city is linked ...,970000.0
goldfish have two second memory,False,goldfish known for orange hue terrible memory . one common saying even claim that these creature have mere 3-second recall . however is complete myth that despite it lack scientific backing ha spread widely remained largely undisputed public for decade . goldfish known for orange hue terrible memory . one common saying even claim that these creature have mere 3-second recall . however is complete myth that despite it lack scientific backing ha spread widely remained largely undisputed public for decade . 22 may 2021,27 oct 2019 is popular belief that goldfish only have 3 second memory . humble goldfish may not only have longer memory than most people ... 30 aug 2018 most goldfish keeper will have heard fact that goldfish memory span just three second long is it true13 may 2013 answer is very definite no ! scientist have proven that goldfish memory span nowhere near short three second . goldfish can ... 18 feb 2008 is popular belief that goldfish only have three-second memory span every lap fishbowl is like seeing world for ... 1 apr 2016 3 answers5 sept 2020 nevertheless expression still life on even though study presented post suggest that it 's myth . while concept ... conclusion goldfish do n't have memory span 2 3 10 second . basis common misconception is not known it is beneficial know that ...,6170000.0
8 side octagon,True,geometry octagon is polygon that ha 8 side 8 angle . that mean number vertex edge octagon is 8 respectively . simple word octagon is 8-sided polygon also called 8-gon two-dimensional plane . regular octagon will have all it side equal length . geometry octagon is polygon that ha 8 side 8 angle . that mean number vertex edge octagon is 8 respectively . simple word octagon is 8-sided polygon also called 8-gon two-dimensional plane . regular octagon will have all it side equal length . regular hexagon perimeter parallelogram area polygon heptagon,geometry octagon from greek oktgnon `` eight angle '' is eight-sided polygon 8-gon . regular octagon . regular polygon 8 annotated.dec 8 2019 octagon have eight side because from centre octagon polygon all vertex joined together we obtain 8 triangle that can ... octagon . octagon is eight-sided two-dimensional geometrical figure . octagon consists 8 interior angle 8 exterior angles.an octagon ha eight straight side eight vertex corner . it ha eight angle inside it that add up 1080. see word that begin with ... octagon ha 8 side 8 angle . all side angle equal regular octagon . approximately 20 diagonal regular octagon.an octagon is polygon made up 8 side . it ha eight angle . octagon = octa + gon where octa mean eight gon mean side . 20 diagonal ... jul 30 2021 sum interior angle octagon is 1080 degree . since regular octagon ha eight line symmetry regular octagon will divide ...,3430000.0
sahara desert is biggest desert world,True,,sahara desert is largest hot desert world third largest overall after antarctica arctic . sahara desert cover incredible 9.2 million km which is almost same size china total 8 earth 's land area . sahara desert is largest hot desert world third largest overall after antarctica arctic . sahara desert cover incredible 9.2 million km which is almost same size china total 8 earth 's land area.with area 9200000 square kilometre 3600000 sq mi it is largest hot desert world third-largest desert overall smaller only ... 2022/02/24 sahara is largest hot desert world third-largest desert overall behind cold desert antarctica arctic ... sahara from arabic ar desert largest desert world . filling nearly all northern africa it measure approximately 3000 mile 4800 km ... 2012/12/13 sahara is not largest desert world . antarctica is largest desert world . desert not defined hot temperature ... 2020/10/13 antarctic is classified polar desert . measuring 5.5 million square mile it is largest desert world . sahara is ... rest earth 's desert outside polar area . largest is sahara desert subtropical desert northern africa . it cover surface area ... over 9 million square kilometer size covering most north africa largest sand desert world is sahara desert quite some way.2020/07/14 sahara is largest hot desert world can reach temperature up 122 degree fahrenheit 50 degree celsius during day ... 2022/05/16 largest hot desert world is sahara desert . while both arctic antarctic desert larger size cold desert ...,26600000.0
